date,ticker,bank,cohort,close
2026-03-05,BANKBARODA.NS,Bank of Baroda,Public,292.3928527832031
2026-03-06,BANKBARODA.NS,Bank of Baroda,Public,286.09649658203125
2026-03-09,BANKBARODA.NS,Bank of Baroda,Public,279.02520751953125
2026-03-10,BANKBARODA.NS,Bank of Baroda,Public,285.1762390136719
2026-03-11,BANKBARODA.NS,Bank of Baroda,Public,280.23602294921875
2026-03-12,BANKBARODA.NS,Bank of Baroda,Public,280.1391906738281
2026-03-13,BANKBARODA.NS,Bank of Baroda,Public,272.2445068359375
2026-03-16,BANKBARODA.NS,Bank of Baroda,Public,271.1789855957031
2026-03-17,BANKBARODA.NS,Bank of Baroda,Public,274.3755798339844
2026-03-18,BANKBARODA.NS,Bank of Baroda,Public,274.2787170410156
2026-03-19,BANKBARODA.NS,Bank of Baroda,Public,264.05926513671875
2026-03-20,BANKBARODA.NS,Bank of Baroda,Public,271.1789855957031
2026-03-23,BANKBARODA.NS,Bank of Baroda,Public,257.5691833496094
2026-03-24,BANKBARODA.NS,Bank of Baroda,Public,262.0250549316406
2026-03-25,BANKBARODA.NS,Bank of Baroda,Public,264.1561584472656
2026-03-27,BANKBARODA.NS,Bank of Baroda,Public,252.14462280273438
2026-03-30,BANKBARODA.NS,Bank of Baroda,Public,239.84254455566406
2026-04-01,BANKBARODA.NS,Bank of Baroda,Public,244.1337432861328
2026-04-02,BANKBARODA.NS,Bank of Baroda,Public,241.74111938476562
2026-04-06,BANKBARODA.NS,Bank of Baroda,Public,251.62156677246094
2026-04-07,BANKBARODA.NS,Bank of Baroda,Public,250.01356506347656
2026-04-08,BANKBARODA.NS,Bank of Baroda,Public,267.3333740234375
2026-04-09,BANKBARODA.NS,Bank of Baroda,Public,265.64788818359375
2026-04-10,BANKBARODA.NS,Bank of Baroda,Public,267.53680419921875
2026-04-13,BANKBARODA.NS,Bank of Baroda,Public,267.0815124511719
2026-04-15,BANKBARODA.NS,Bank of Baroda,Public,270.3265686035156
2026-04-16,BANKBARODA.NS,Bank of Baroda,Public,270.63653564453125
2026-04-17,BANKBARODA.NS,Bank of Baroda,Public,271.65362548828125
2026-04-20,BANKBARODA.NS,Bank of Baroda,Public,272.2057800292969
2026-04-21,BANKBARODA.NS,Bank of Baroda,Public,275.1505126953125
2026-04-22,BANKBARODA.NS,Bank of Baroda,Public,273.9106140136719
2026-04-23,BANKBARODA.NS,Bank of Baroda,Public,267.6820983886719
2026-04-24,BANKBARODA.NS,Bank of Baroda,Public,265.54132080078125
2026-04-27,BANKBARODA.NS,Bank of Baroda,Public,265.40570068359375
2026-04-28,BANKBARODA.NS,Bank of Baroda,Public,259.4386901855469
2026-04-29,BANKBARODA.NS,Bank of Baroda,Public,259.8455505371094
2026-04-30,BANKBARODA.NS,Bank of Baroda,Public,255.20562744140625
2026-05-01,BANKBARODA.NS,Bank of Baroda,Public,255.20562744140625
2026-05-04,BANKBARODA.NS,Bank of Baroda,Public,256.79425048828125
2026-05-05,BANKBARODA.NS,Bank of Baroda,Public,255.1475067138672
2026-05-06,BANKBARODA.NS,Bank of Baroda,Public,261.8313293457031
2026-05-07,BANKBARODA.NS,Bank of Baroda,Public,261.8797607421875
2026-05-08,BANKBARODA.NS,Bank of Baroda,Public,255.6318359375
2026-05-11,BANKBARODA.NS,Bank of Baroda,Public,257.6660461425781
2026-05-12,BANKBARODA.NS,Bank of Baroda,Public,251.80560302734375
2026-05-13,BANKBARODA.NS,Bank of Baroda,Public,253.45233154296875
2026-05-14,BANKBARODA.NS,Bank of Baroda,Public,259.4096374511719
2026-05-15,BANKBARODA.NS,Bank of Baroda,Public,253.2101593017578
2026-05-18,BANKBARODA.NS,Bank of Baroda,Public,251.90245056152344
2026-05-19,BANKBARODA.NS,Bank of Baroda,Public,252.43524169921875
2026-05-20,BANKBARODA.NS,Bank of Baroda,Public,255.2928009033203
2026-05-21,BANKBARODA.NS,Bank of Baroda,Public,254.85691833496094
2026-05-22,BANKBARODA.NS,Bank of Baroda,Public,257.0848388671875
2026-05-25,BANKBARODA.NS,Bank of Baroda,Public,263.7202453613281
2026-05-26,BANKBARODA.NS,Bank of Baroda,Public,262.073486328125
2026-05-27,BANKBARODA.NS,Bank of Baroda,Public,262.4609680175781
2026-05-28,BANKBARODA.NS,Bank of Baroda,Public,262.4609680175781
2026-05-29,BANKBARODA.NS,Bank of Baroda,Public,260.08770751953125
2026-06-01,BANKBARODA.NS,Bank of Baroda,Public,256.0677490234375
2026-06-02,BANKBARODA.NS,Bank of Baroda,Public,257.4722900390625
2026-06-03,BANKBARODA.NS,Bank of Baroda,Public,260.4267578125
2026-06-04,BANKBARODA.NS,Bank of Baroda,Public,262.79998779296875
2026-06-05,BANKBARODA.NS,Bank of Baroda,Public,263.70001220703125
2026-06-08,BANKBARODA.NS,Bank of Baroda,Public,259.25
2026-06-09,BANKBARODA.NS,Bank of Baroda,Public,273.75
2026-06-10,BANKBARODA.NS,Bank of Baroda,Public,269.29998779296875
2026-06-11,BANKBARODA.NS,Bank of Baroda,Public,267.6000061035156
2026-06-12,BANKBARODA.NS,Bank of Baroda,Public,274.75
2026-06-15,BANKBARODA.NS,Bank of Baroda,Public,276.04998779296875
2026-06-16,BANKBARODA.NS,Bank of Baroda,Public,275.3500061035156
2026-06-17,BANKBARODA.NS,Bank of Baroda,Public,281.8500061035156
2026-06-18,BANKBARODA.NS,Bank of Baroda,Public,283.0
2026-06-19,BANKBARODA.NS,Bank of Baroda,Public,281.04998779296875
2026-06-22,BANKBARODA.NS,Bank of Baroda,Public,286.04998779296875
2026-06-23,BANKBARODA.NS,Bank of Baroda,Public,277.79998779296875
2026-06-24,BANKBARODA.NS,Bank of Baroda,Public,279.8999938964844
2026-06-25,BANKBARODA.NS,Bank of Baroda,Public,279.1499938964844
2026-06-26,BANKBARODA.NS,Bank of Baroda,Public,279.1499938964844
2026-06-29,BANKBARODA.NS,Bank of Baroda,Public,272.79998779296875
2026-06-30,BANKBARODA.NS,Bank of Baroda,Public,272.3999938964844
2026-07-01,BANKBARODA.NS,Bank of Baroda,Public,271.6499938964844
2026-07-02,BANKBARODA.NS,Bank of Baroda,Public,260.25
2026-07-03,BANKBARODA.NS,Bank of Baroda,Public,252.1999969482422
2026-07-06,BANKBARODA.NS,Bank of Baroda,Public,249.9499969482422
2026-07-07,BANKBARODA.NS,Bank of Baroda,Public,247.85000610351562
2026-07-08,BANKBARODA.NS,Bank of Baroda,Public,240.4499969482422
2026-07-09,BANKBARODA.NS,Bank of Baroda,Public,244.60000610351562
2026-07-10,BANKBARODA.NS,Bank of Baroda,Public,250.9499969482422
2026-07-13,BANKBARODA.NS,Bank of Baroda,Public,250.64999389648438
2026-07-14,BANKBARODA.NS,Bank of Baroda,Public,246.60000610351562
2026-07-15,BANKBARODA.NS,Bank of Baroda,Public,248.14999389648438
2026-07-16,BANKBARODA.NS,Bank of Baroda,Public,248.3000030517578
2026-07-17,BANKBARODA.NS,Bank of Baroda,Public,246.8000030517578
2026-07-20,BANKBARODA.NS,Bank of Baroda,Public,254.85000610351562
2026-07-21,BANKBARODA.NS,Bank of Baroda,Public,247.6999969482422
2026-07-22,BANKBARODA.NS,Bank of Baroda,Public,245.75
2026-07-23,BANKBARODA.NS,Bank of Baroda,Public,243.14999389648438
2026-07-24,BANKBARODA.NS,Bank of Baroda,Public,246.4499969482422
2026-07-27,BANKBARODA.NS,Bank of Baroda,Public,244.0
2026-07-28,BANKBARODA.NS,Bank of Baroda,Public,239.1999969482422
2026-07-29,BANKBARODA.NS,Bank of Baroda,Public,243.35000610351562
2026-07-30,BANKBARODA.NS,Bank of Baroda,Public,241.64999389648438
2026-07-31,BANKBARODA.NS,Bank of Baroda,Public,242.60000610351562
2026-08-03,BANKBARODA.NS,Bank of Baroda,Public,247.25
2026-08-04,BANKBARODA.NS,Bank of Baroda,Public,245.0
2026-08-05,BANKBARODA.NS,Bank of Baroda,Public,245.60000610351562
2026-08-06,BANKBARODA.NS,Bank of Baroda,Public,251.0
2026-08-07,BANKBARODA.NS,Bank of Baroda,Public,250.6999969482422
