year,quarter,period,state,count,amount_inr,avg_ticket_inr
2018,1,2018Q1,sikkim,52422,76553394.47007194,1460.3295271083123
2018,1,2018Q1,tamil nadu,4923891,8755842361.469446,1778.2364316085482
2018,1,2018Q1,telangana,9340974,14059023660.623735,1505.0918309614967
2018,1,2018Q1,tripura,184069,166034070.60133272,902.020821546989
2018,1,2018Q1,uttar pradesh,14786466,15841767520.712673,1071.369421247286
2018,1,2018Q1,uttarakhand,1451113,1711189177.2167993,1179.2253099633174
2018,1,2018Q1,west bengal,10151521,7623652076.70104,750.9861898232826
2018,2,2018Q2,andaman & nicobar islands,15062,35517275.86434877,2358.0716946188268
2018,2,2018Q2,andhra pradesh,14697368,26355488600.117676,1793.2114512011726
2018,2,2018Q2,arunachal pradesh,100858,239594007.44920862,2375.5577886653377
2018,2,2018Q2,assam,1996901,2752709124.016653,1378.4905330893484
2018,2,2018Q2,bihar,10434579,15988264138.119148,1532.2385443743487
2018,2,2018Q2,chandigarh,319560,664062457.5527933,2078.0525020427876
2018,2,2018Q2,chhattisgarh,3380470,5020388075.196792,1485.11540560833
2018,2,2018Q2,dadra & nagar haveli & daman & diu,233330,339720413.4266238,1455.965428477366
2018,2,2018Q2,delhi,6889986,13364589444.285055,1939.7121335638499
2018,2,2018Q2,goa,257510,535602446.42051774,2079.9287267310697
2018,2,2018Q2,gujarat,8576111,13039616415.945614,1520.4579810062642
2018,2,2018Q2,haryana,6867153,12521529537.944519,1823.3945767546636
2018,2,2018Q2,himachal pradesh,752625,1221455463.8391795,1622.9270404772358
2018,2,2018Q2,jammu & kashmir,1086777,1213266618.9379668,1116.3896723412133
2018,2,2018Q2,jharkhand,3756004,5562125948.332726,1480.862626432966
2018,2,2018Q2,karnataka,16008698,30747418632.821686,1920.6695405723617
2018,2,2018Q2,kerala,2318135,3784132744.6722517,1632.4039560561623
2018,2,2018Q2,ladakh,18412,56386931.460005626,3062.5098555293084
2018,2,2018Q2,lakshadweep,2875,8629831.452342758,3001.6805051626984
2018,2,2018Q2,madhya pradesh,11249274,16791412396.439934,1492.6663175276851
2018,2,2018Q2,maharashtra,21707384,34569981679.03545,1592.5448077500014
2018,2,2018Q2,manipur,184930,296675858.0878379,1604.2603043737515
2018,2,2018Q2,meghalaya,79675,131316474.46133497,1648.151546424035
2018,2,2018Q2,mizoram,31560,94300176.91130026,2987.9650478865733
2018,2,2018Q2,nagaland,82859,188284254.35889083,2272.3452414208573
2018,2,2018Q2,odisha,9547287,9915788853.374897,1038.5975464417165
2018,2,2018Q2,puducherry,128321,287317471.5783924,2239.052622551199
2018,2,2018Q2,punjab,2932771,5247370432.120748,1789.2192851473053
2018,2,2018Q2,rajasthan,11883013,18090200568.257637,1522.3580558447286
2018,2,2018Q2,sikkim,87348,165371421.67374858,1893.2479469907564
2018,2,2018Q2,tamil nadu,7129251,15152943528.927313,2125.4607993079935
2018,2,2018Q2,telangana,11544276,24401325668.781406,2113.7164139857196
2018,2,2018Q2,tripura,262983,281717097.5101464,1071.236914591994
2018,2,2018Q2,uttar pradesh,20337966,28765798204.423042,1414.3891382463244
2018,2,2018Q2,uttarakhand,1963467,3023055876.683943,1539.6519914436774
2018,2,2018Q2,west bengal,16783697,14426440347.675003,859.5508097932775
2018,3,2018Q3,andaman & nicobar islands,21154,67343424.71247172,3183.484197431773
2018,3,2018Q3,andhra pradesh,29262730,40288693498.011696,1376.7920319810112
2018,3,2018Q3,arunachal pradesh,160327,390349037.86985934,2434.705557204085
2018,3,2018Q3,assam,2726534,4337172377.059211,1590.7274132870564
